vid,uid,split,fid,exp
fKwJLTTW2uM_63000_73000,fKwJLTTW2uM_63000_73000_man_1,train,0,The object making the loudest sound.
fKwJLTTW2uM_63000_73000,fKwJLTTW2uM_63000_73000_man_3,train,0,The man on the right of the sounding guitar.
fKwJLTTW2uM_63000_73000,fKwJLTTW2uM_63000_73000_woman_1,train,2,The object making a sound by playing the guitar.
fKwJLTTW2uM_63000_73000,fKwJLTTW2uM_63000_73000_woman_3,train,2,The woman held the sounding guitar.
fKwJLTTW2uM_78000_88000,fKwJLTTW2uM_78000_88000_guitar_1,train,1,The guitar played by the woman.
fKwJLTTW2uM_78000_88000,fKwJLTTW2uM_78000_88000_guitar_2,train,1,The guitar being held by the woman on the left
fKwJLTTW2uM_78000_88000,fKwJLTTW2uM_78000_88000_guitar_3,train,1,The object making a sound by being played by the girl.
fKwJLTTW2uM_78000_88000,fKwJLTTW2uM_78000_88000_man_1,train,0,The sounding object on the right of the woman.
fKwJLTTW2uM_78000_88000,fKwJLTTW2uM_78000_88000_man_2,train,0,The man on the right of the woman.
fKwJLTTW2uM_78000_88000,fKwJLTTW2uM_78000_88000_man_3,train,0,The object making a sound by singing.
fKwJLTTW2uM_78000_88000,fKwJLTTW2uM_78000_88000_woman_1,train,2,The object making a sound by playing the guitar.
fKwJLTTW2uM_78000_88000,fKwJLTTW2uM_78000_88000_woman_2,train,2,The object make a sound by playing the guitar
fLaiPBMG61E_100000_110000,fLaiPBMG61E_100000_110000_chair_1,train,5,The chair on the left of the piano.
fLaiPBMG61E_100000_110000,fLaiPBMG61E_100000_110000_chair_2,train,4,The object making lower sound than the erhu.
fLaiPBMG61E_100000_110000,fLaiPBMG61E_100000_110000_chair_3,train,5,The chair on the left of the sounding piano.
fLaiPBMG61E_100000_110000,fLaiPBMG61E_100000_110000_piano_1,train,0,The object making the lowest sound.
fLaiPBMG61E_100000_110000,fLaiPBMG61E_100000_110000_piano_2,train,0,The object making louder sound than the piano.
fLaiPBMG61E_100000_110000,fLaiPBMG61E_100000_110000_piano_3,train,0,The sounding object on the left of the erhu.
fLaiPBMG61E_310000_320000,fLaiPBMG61E_310000_320000_piano_1,train,0,The object making a sound by being played by the person on the left.
fLaiPBMG61E_310000_320000,fLaiPBMG61E_310000_320000_piano_2,train,0,The sounding object on the left of the erhu.
fLaiPBMG61E_310000_320000,fLaiPBMG61E_310000_320000_piano_3,train,0,The sounding object on the left of the man on the right.
fLaiPBMG61E_321000_331000,fLaiPBMG61E_321000_331000_piano_1,train,0,The object making the intermittent sound.
fLaiPBMG61E_321000_331000,fLaiPBMG61E_321000_331000_piano_2,train,0,The piano on the left of the man who playing erhu.
fLaiPBMG61E_321000_331000,fLaiPBMG61E_321000_331000_piano_3,train,0,The object make a sound by being played by the man on the far left
fLaiPBMG61E_372000_382000,fLaiPBMG61E_372000_382000_piano_1,train,0,The sounding object on the left of the erhu.
fLaiPBMG61E_372000_382000,fLaiPBMG61E_372000_382000_piano_2,train,1,The object making a sound by being played by the man on the left of the stage.
fLaiPBMG61E_372000_382000,fLaiPBMG61E_372000_382000_piano_3,train,0,The object making a sound by by being played by the man in suit.
fLaiPBMG61E_90000_100000,fLaiPBMG61E_90000_100000_piano_1,train,0,The first object to make a sound.
fLaiPBMG61E_90000_100000,fLaiPBMG61E_90000_100000_piano_2,train,0,The object making the longest sound duration.
fLi3uQN1yC0_0_10000,fLi3uQN1yC0_0_10000_flute_1,train,2,The object making shorter sound duration than the piano.
fLi3uQN1yC0_0_10000,fLi3uQN1yC0_0_10000_flute_2,train,2,The last object to make a sound.
fLi3uQN1yC0_0_10000,fLi3uQN1yC0_0_10000_flute_3,train,2,The object that making a sound after the piano.
fLi3uQN1yC0_0_10000,fLi3uQN1yC0_0_10000_piano_1,train,3,The object making a sound by being played by the woman wearing a sweatshirt with a snowman pattern.
fLi3uQN1yC0_0_10000,fLi3uQN1yC0_0_10000_piano_2,train,3,The first object to make a sound.
fLi3uQN1yC0_0_10000,fLi3uQN1yC0_0_10000_piano_3,train,3,The object making the longest sound duration.
fLi3uQN1yC0_0_10000,fLi3uQN1yC0_0_10000_woman_1,train,1,The object making a sound by playing the piano.
fLi3uQN1yC0_30000_40000,fLi3uQN1yC0_30000_40000_flute_1,train,2,The object making the loudest sound.
fLi3uQN1yC0_30000_40000,fLi3uQN1yC0_30000_40000_flute_2,train,2,The object making a sound by being played by the woman in red.
fLi3uQN1yC0_30000_40000,fLi3uQN1yC0_30000_40000_flute_3,train,2,The object making louder sound than the piano.
fQSZjLw8jVQ_343000_353000,fQSZjLw8jVQ_343000_353000_car_1,train,2,The car moving.
fQSZjLw8jVQ_343000_353000,fQSZjLw8jVQ_343000_353000_car_2,train,2,The object that keeps making sound at all times.
fQSZjLw8jVQ_343000_353000,fQSZjLw8jVQ_343000_353000_car_3,train,2,The sounding object.
fQSZjLw8jVQ_392000_402000,fQSZjLw8jVQ_392000_402000_car_1,train,0,The sounding object.
fQSZjLw8jVQ_392000_402000,fQSZjLw8jVQ_392000_402000_car_2,train,0,The object that keeps making sound at all times.
fQSZjLw8jVQ_392000_402000,fQSZjLw8jVQ_392000_402000_car_3,train,0,The first object to make a sound.
fSdR8U3VkWU_890000_900000,fSdR8U3VkWU_890000_900000_table_1,train,2,The object in front of the sounding women.
fSdR8U3VkWU_890000_900000,fSdR8U3VkWU_890000_900000_table_2,train,2,The object with two cups on it.
fSdR8U3VkWU_890000_900000,fSdR8U3VkWU_890000_900000_table_3,train,2,The object has four arms on it.
fVqjdaoC9lY_220000_230000,fVqjdaoC9lY_220000_230000_chair_1,train,1,The green chair.
fVqjdaoC9lY_220000_230000,fVqjdaoC9lY_220000_230000_chair_2,train,7,The blue chair.
fVqjdaoC9lY_220000_230000,fVqjdaoC9lY_220000_230000_chair_3,train,7,The chair being placed closest to the flock of geese.
fVqjdaoC9lY_280000_290000,fVqjdaoC9lY_280000_290000_chair_1,train,10,The blue chair.
fVqjdaoC9lY_280000_290000,fVqjdaoC9lY_280000_290000_chair_3,train,10,The chair appearing through the entire video.
faGCfJO9FhY_0_10000,faGCfJO9FhY_0_10000_drum_1,train,0,The object being touched by the left hand of the man.
faGCfJO9FhY_0_10000,faGCfJO9FhY_0_10000_drum_2,train,1,The object being touched by the right hand of the man.
faGCfJO9FhY_0_10000,faGCfJO9FhY_0_10000_drum_3,train,0,The biggest drum.
faGCfJO9FhY_370000_380000,faGCfJO9FhY_370000_380000_man_1,train,0,The object making a sound by patting the tabla.
faGCfJO9FhY_370000_380000,faGCfJO9FhY_370000_380000_man_2,train,0,The man on the right of the sounding tabla.
faGCfJO9FhY_370000_380000,faGCfJO9FhY_370000_380000_man_3,train,0,The object making a sound by playing the tabla.
faGCfJO9FhY_370000_380000,faGCfJO9FhY_370000_380000_tabla_1,train,2,The object that keeps making sound at all times.
faGCfJO9FhY_370000_380000,faGCfJO9FhY_370000_380000_tabla_2,train,2,The sounding object on the left of the man.
faGCfJO9FhY_370000_380000,faGCfJO9FhY_370000_380000_tabla_3,train,2,The object making the continuous sound.
fdEoD6pDzIo_20000_30000,fdEoD6pDzIo_20000_30000_marimba_1,train,0,The object making a sound by being played by the man.
fdEoD6pDzIo_20000_30000,fdEoD6pDzIo_20000_30000_marimba_2,train,0,The object making a sound by being beaten with sticks.
fdEoD6pDzIo_20000_30000,fdEoD6pDzIo_20000_30000_marimba_3,train,0,The object making a sound by being played by the person on the left.
fgRFOegB4AI_58000_68000,fgRFOegB4AI_58000_68000_girl_1,train,0,The object making a sound by whistling.
fgRFOegB4AI_58000_68000,fgRFOegB4AI_58000_68000_girl_2,train,0,The object holding a ukulele.
fgRFOegB4AI_58000_68000,fgRFOegB4AI_58000_68000_girl_3,train,0,The sounding object behind the ukulele.
fgRFOegB4AI_58000_68000,fgRFOegB4AI_58000_68000_ukulele_1,train,1,The object making a sound by being played by the girl.
fgRFOegB4AI_58000_68000,fgRFOegB4AI_58000_68000_ukulele_2,train,1,The object being held by a girl.
fgRFOegB4AI_58000_68000,fgRFOegB4AI_58000_68000_ukulele_3,train,1,The sounding object in front of the girl.
fk16KnVBFr4_15000_25000,fk16KnVBFr4_15000_25000_harp_1,train,0,The sounding object.
fk16KnVBFr4_15000_25000,fk16KnVBFr4_15000_25000_harp_3,train,0,The object making the longest sound duration.
fnCrMY9seHw_30000_40000,fnCrMY9seHw_30000_40000_boy_1,train,0,The object making the shortest sound duration.
fnCrMY9seHw_30000_40000,fnCrMY9seHw_30000_40000_boy_2,train,0,The object making a sound by singing a song.
fnCrMY9seHw_30000_40000,fnCrMY9seHw_30000_40000_boy_3,train,0,The object holding a ukulele.
fnCrMY9seHw_30000_40000,fnCrMY9seHw_30000_40000_ukulele_1,train,1,The object making the longest sound duration.
fnCrMY9seHw_30000_40000,fnCrMY9seHw_30000_40000_ukulele_2,train,1,The object making a sound by being played by a boy.
fnCrMY9seHw_30000_40000,fnCrMY9seHw_30000_40000_ukulele_3,train,1,The object being held by a boy.
fqnUZs_uEKU_35000_45000,fqnUZs_uEKU_35000_45000_handpan_1,val,1,The sounding object on the right of the violin.
fqnUZs_uEKU_35000_45000,fqnUZs_uEKU_35000_45000_handpan_2,val,1,The object making a sound by being played by the man.
fqnUZs_uEKU_35000_45000,fqnUZs_uEKU_35000_45000_handpan_3,val,1,The object making a sound by being played by the man with glasses.
fqnUZs_uEKU_35000_45000,fqnUZs_uEKU_35000_45000_violin_1,val,0,The sounding object on the left of the handpan.
fqnUZs_uEKU_35000_45000,fqnUZs_uEKU_35000_45000_violin_2,val,0,The object making a sound by being played by the woman.
fqnUZs_uEKU_35000_45000,fqnUZs_uEKU_35000_45000_violin_3,val,0,The object being played by the woman.
fqnUZs_uEKU_600000_610000,fqnUZs_uEKU_600000_610000_handpan_1,train,0,The object making the fastest rhythm.
fqnUZs_uEKU_600000_610000,fqnUZs_uEKU_600000_610000_handpan_2,train,0,The object making lower sound than the violin.
fqnUZs_uEKU_600000_610000,fqnUZs_uEKU_600000_610000_handpan_3,train,0,The sounding object on the right of the violin.
fqnUZs_uEKU_600000_610000,fqnUZs_uEKU_600000_610000_violin_1,train,2,The object making the loudest sound.
fqnUZs_uEKU_600000_610000,fqnUZs_uEKU_600000_610000_violin_2,train,1,The object making a sound by being played by the woman.
fqnUZs_uEKU_600000_610000,fqnUZs_uEKU_600000_610000_violin_3,train,1,The object making the slowest rhythm.
fr80kAw67eI_12000_22000,fr80kAw67eI_12000_22000_pipa_1,train,0,The sounding object in front of the woman with short hair.
fr80kAw67eI_12000_22000,fr80kAw67eI_12000_22000_pipa_2,train,0,The first object to make a sound.
fr80kAw67eI_12000_22000,fr80kAw67eI_12000_22000_pipa_3,train,0,The object making a sound by being played by the woman on the left.
fwMn_vv6ydU_0_10000,fwMn_vv6ydU_0_10000_flute_1,train,2,The object that keeps making sound at all times.
fwMn_vv6ydU_0_10000,fwMn_vv6ydU_0_10000_flute_2,train,2,The object making the longest sound duration.
fwMn_vv6ydU_0_10000,fwMn_vv6ydU_0_10000_flute_3,train,2,The first object to make a sound.
fwMn_vv6ydU_0_10000,fwMn_vv6ydU_0_10000_man_1,train,0,The object making a sound by play the erhu.
fwyReIZJz5w_102000_112000,fwyReIZJz5w_102000_112000_saw_1,train,0,The sounding object.
fwyReIZJz5w_102000_112000,fwyReIZJz5w_102000_112000_saw_2,train,0,The object making a sound by being held by the man.
fwyReIZJz5w_102000_112000,fwyReIZJz5w_102000_112000_saw_3,train,0,The object that keeps making sound at all times.
fwyReIZJz5w_197000_207000,fwyReIZJz5w_197000_207000_saw_2,train,0,The sounding object.
fwyReIZJz5w_252000_262000,fwyReIZJz5w_252000_262000_saw_1,train,2,The object making the loudest sound.
fwyReIZJz5w_252000_262000,fwyReIZJz5w_252000_262000_saw_2,train,2,The object that keeps making sound at all times.
fwyReIZJz5w_252000_262000,fwyReIZJz5w_252000_262000_saw_3,train,0,The sounding object.
g43bR5DCgEc_40000_50000,g43bR5DCgEc_40000_50000_guitar_1,train,1,The object being held by a young man.
g43bR5DCgEc_40000_50000,g43bR5DCgEc_40000_50000_guitar_2,train,1,The object making a sound by being played by the young man.
g43bR5DCgEc_40000_50000,g43bR5DCgEc_40000_50000_man_1,train,2,The object making louder sound than the old man.
g43bR5DCgEc_40000_50000,g43bR5DCgEc_40000_50000_man_2,train,2,The man in gray and playing the guitar.
g43bR5DCgEc_64000_74000,g43bR5DCgEc_64000_74000_guitar_1,train,1,The guitar being played by a young man.
g43bR5DCgEc_64000_74000,g43bR5DCgEc_64000_74000_guitar_2,train,1,The sounding object near the man on the left.
g43bR5DCgEc_64000_74000,g43bR5DCgEc_64000_74000_man_1,train,0,The man with glasses and playing the guitar.
g43bR5DCgEc_64000_74000,g43bR5DCgEc_64000_74000_man_2,train,0,The old man.
g9HctRs8pVM_100000_110000,g9HctRs8pVM_100000_110000_harp_1,train,0,The object making slower rhythm than the marimba.
g9HctRs8pVM_100000_110000,g9HctRs8pVM_100000_110000_harp_2,train,0,The object making a sound by being played by the woman.
g9HctRs8pVM_100000_110000,g9HctRs8pVM_100000_110000_harp_3,train,0,The sounding object on the left of the woman.
g9HctRs8pVM_10000_20000,g9HctRs8pVM_10000_20000_harp_1,train,0,The object making a sound by being played by the woman.
g9HctRs8pVM_10000_20000,g9HctRs8pVM_10000_20000_harp_2,train,0,The first object to make a sound.
g9HctRs8pVM_10000_20000,g9HctRs8pVM_10000_20000_harp_3,train,0,The sounding object on the left of the marimba.
g9hvIM5qTDA_20000_30000,g9hvIM5qTDA_20000_30000_harp_1,train,0,The object making a sound by being played by the woman.
g9hvIM5qTDA_20000_30000,g9hvIM5qTDA_20000_30000_harp_3,train,0,The first object to make a sound.
gAf1QWvKNRE_6000_16000,gAf1QWvKNRE_6000_16000_car_1,train,1,The car on the right.
gAf1QWvKNRE_6000_16000,gAf1QWvKNRE_6000_16000_car_2,train,1,The white car.
gAf1QWvKNRE_6000_16000,gAf1QWvKNRE_6000_16000_car_3,train,1,The object on the right of the man.
gAf1QWvKNRE_6000_16000,gAf1QWvKNRE_6000_16000_man_1,train,0,The first object to make a sound.
gAf1QWvKNRE_6000_16000,gAf1QWvKNRE_6000_16000_man_2,train,0,The object making a sound by saying.
gD89U1pQ83Y_2000_12000,gD89U1pQ83Y_2000_12000_pipa_1,train,3,The object making the longest sound duration.
gD89U1pQ83Y_2000_12000,gD89U1pQ83Y_2000_12000_pipa_2,train,3,The sounding object on the left of the guzheng.
gD89U1pQ83Y_2000_12000,gD89U1pQ83Y_2000_12000_pipa_3,train,3,NO.
gDms2YnPBQk_5000_15000,gDms2YnPBQk_5000_15000_girl_1,train,0,The object making a sound by playing the ukulele and singing.
gDms2YnPBQk_5000_15000,gDms2YnPBQk_5000_15000_girl_2,train,0,The object holding a ukulele.
gDms2YnPBQk_5000_15000,gDms2YnPBQk_5000_15000_girl_3,train,0,The object playing a ukulele.
gDms2YnPBQk_5000_15000,gDms2YnPBQk_5000_15000_ukulele_1,train,1,The object making a sound by being played by the girl.
gDms2YnPBQk_5000_15000,gDms2YnPBQk_5000_15000_ukulele_2,train,1,The object being held by a girl.
gDms2YnPBQk_5000_15000,gDms2YnPBQk_5000_15000_ukulele_3,train,1,The sounding object in front of the girl.
gLFJtljAlF0_8000_18000,gLFJtljAlF0_8000_18000_harp_1,train,0,The object making a sound by being played by the man.
gLFJtljAlF0_8000_18000,gLFJtljAlF0_8000_18000_harp_2,train,0,The object that keeps making sound at all times.
gLFJtljAlF0_8000_18000,gLFJtljAlF0_8000_18000_harp_3,train,0,The object making the loudest sound.
gMJKOpWVQK4_111000_121000,gMJKOpWVQK4_111000_121000_guitar_1,val,4,The guitar held by a man.
gMJKOpWVQK4_111000_121000,gMJKOpWVQK4_111000_121000_woman_1,val,0,The woman on the right of a man.
gMJKOpWVQK4_111000_121000,gMJKOpWVQK4_111000_121000_woman_2,val,0,The sounding object on the right of the sounding guitars.
gMJKOpWVQK4_35000_45000,gMJKOpWVQK4_35000_45000_guitar_1,train,3,The object making the loudest sound.
gMJKOpWVQK4_35000_45000,gMJKOpWVQK4_35000_45000_guitar_2,train,1,The sounding object near the woman.
gMJKOpWVQK4_35000_45000,gMJKOpWVQK4_35000_45000_woman_1,train,0,The object making a sound by singing a song.
gMJKOpWVQK4_35000_45000,gMJKOpWVQK4_35000_45000_woman_2,train,0,NO.
gMJKOpWVQK4_35000_45000,gMJKOpWVQK4_35000_45000_woman_3,train,0,The woman singing a song.
gMJKOpWVQK4_64000_74000,gMJKOpWVQK4_64000_74000_guitar_1,train,2,The sounding object in front of the woman.
gMJKOpWVQK4_64000_74000,gMJKOpWVQK4_64000_74000_guitar_2,train,2,The object that keeps making sound at all times.
gMJKOpWVQK4_64000_74000,gMJKOpWVQK4_64000_74000_guitar_3,train,2,The object making a sound by being played by the woman.
gMJKOpWVQK4_64000_74000,gMJKOpWVQK4_64000_74000_man_1,train,0,The object that making a sound after the woman and guitars.
gMJKOpWVQK4_64000_74000,gMJKOpWVQK4_64000_74000_man_2,train,0,The object that making a sound after the woman.
gMJKOpWVQK4_64000_74000,gMJKOpWVQK4_64000_74000_man_3,train,0,The person singing after the woman. 
gMJKOpWVQK4_64000_74000,gMJKOpWVQK4_64000_74000_woman_1,train,1,The sounding woman.
gMJKOpWVQK4_64000_74000,gMJKOpWVQK4_64000_74000_woman_2,train,1,The first object to make a sound.
gMJKOpWVQK4_64000_74000,gMJKOpWVQK4_64000_74000_woman_3,train,1,The woman playing a guitar.
gMJKOpWVQK4_92000_102000,gMJKOpWVQK4_92000_102000_guitar_1,train,3,The guitar in front of the man.
gMJKOpWVQK4_92000_102000,gMJKOpWVQK4_92000_102000_woman_1,train,0,woman.
gMJKOpWVQK4_92000_102000,gMJKOpWVQK4_92000_102000_woman_2,train,0,The object making a sound by singing a song.
gQuZwiy8SVQ_0_10000,gQuZwiy8SVQ_0_10000_drum_1,train,1,The object making a sound by being played by the man.
gQuZwiy8SVQ_0_10000,gQuZwiy8SVQ_0_10000_drum_2,train,1,The object rhythm is faster over the time.
gQuZwiy8SVQ_0_10000,gQuZwiy8SVQ_0_10000_drum_3,train,1,The object making a sound by being beaten with hands.
gUIxoSCMPHo_65000_75000,gUIxoSCMPHo_65000_75000_man_1,train,1,The man on the left of the sounding piano.
gUIxoSCMPHo_65000_75000,gUIxoSCMPHo_65000_75000_piano_1,train,2,The sounding piano.
gUIxoSCMPHo_65000_75000,gUIxoSCMPHo_65000_75000_piano_2,train,3,The sounding object near the singing woman.
gUIxoSCMPHo_65000_75000,gUIxoSCMPHo_65000_75000_piano_3,train,2,The object making the continuous sound.
gUIxoSCMPHo_65000_75000,gUIxoSCMPHo_65000_75000_woman_1,train,0,The object making a sound by sing a song.
gUIxoSCMPHo_65000_75000,gUIxoSCMPHo_65000_75000_woman_2,train,0,The object making a sound by playing the piano.
gUIxoSCMPHo_65000_75000,gUIxoSCMPHo_65000_75000_woman_3,train,0,The sounding woman.
gY1s4BH7UhA_90000_100000,gY1s4BH7UhA_90000_100000_chair_1,train,2,The chair near and on the right of a standing man.
gY1s4BH7UhA_90000_100000,gY1s4BH7UhA_90000_100000_chair_2,train,2,NO.
gY1s4BH7UhA_90000_100000,gY1s4BH7UhA_90000_100000_chair_3,train,8,The object near the man wearing a striped top.
gY1s4BH7UhA_90000_100000,gY1s4BH7UhA_90000_100000_saxophone_1,train,0,The object making the loudest sound.
gY1s4BH7UhA_90000_100000,gY1s4BH7UhA_90000_100000_saxophone_2,train,0,The object making a sound by being played by the standing man.
gY1s4BH7UhA_90000_100000,gY1s4BH7UhA_90000_100000_saxophone_3,train,0,The object that keeps making sound at all times.
gYZfIvd25_8_216000_226000,gYZfIvd25_8_216000_226000_man_1,train,0,The object making a sound by speaking and using the gun.
gZiZXCyy1Fc_5000_15000,gZiZXCyy1Fc_5000_15000_girl_1,train,0,NO.
gZiZXCyy1Fc_5000_15000,gZiZXCyy1Fc_5000_15000_girl_2,train,0,The girl on the right of the donkey.
gZiZXCyy1Fc_5000_15000,gZiZXCyy1Fc_5000_15000_girl_3,train,2,The person that didn't make any sound.
gau-DfyfJqY_260000_270000,gau-DfyfJqY_260000_270000_hair-dryer_1,train,0,The object that keeps making sound at all times.
gau-DfyfJqY_260000_270000,gau-DfyfJqY_260000_270000_hair-dryer_2,train,0,The object making the loudest sound.
gau-DfyfJqY_260000_270000,gau-DfyfJqY_260000_270000_hair-dryer_3,train,1,The sounding object.
gau-DfyfJqY_58000_68000,gau-DfyfJqY_58000_68000_hair-dryer_1,train,0,The sounding object.
gau-DfyfJqY_58000_68000,gau-DfyfJqY_58000_68000_hair-dryer_2,train,0,The object that keeps making sound at all times.
gau-DfyfJqY_58000_68000,gau-DfyfJqY_58000_68000_hair-dryer_3,train,0,The sounding object near the woman.
gdjRxuFIbn0_113000_123000,gdjRxuFIbn0_113000_123000_drum_1,train,19,The object making a sound by being played by the man on the left.
gdjRxuFIbn0_113000_123000,gdjRxuFIbn0_113000_123000_drum_2,train,19,The object making a sound by being played by a man in black.
gdjRxuFIbn0_113000_123000,gdjRxuFIbn0_113000_123000_drum_3,train,19,The biggest drum.
gdjRxuFIbn0_113000_123000,gdjRxuFIbn0_113000_123000_flute_1,train,4,The object making a sound by being played by the man on the right.
gdjRxuFIbn0_113000_123000,gdjRxuFIbn0_113000_123000_flute_2,train,4,The object making a sound by being played by a standing man.
gdjRxuFIbn0_113000_123000,gdjRxuFIbn0_113000_123000_flute_3,train,4,The object being held by the standing man.
gdjRxuFIbn0_113000_123000,gdjRxuFIbn0_113000_123000_handpan_1,train,16,The object making a sound by being played by the man in the middle.
gdjRxuFIbn0_113000_123000,gdjRxuFIbn0_113000_123000_handpan_2,train,12,The sounding object on the coach.
gdjRxuFIbn0_113000_123000,gdjRxuFIbn0_113000_123000_handpan_3,train,16,The sounding object on the legs of the man in the middle of three.
gdjRxuFIbn0_159000_169000,gdjRxuFIbn0_159000_169000_drum_2,train,7,The object making a sound by being played by the man sitting on the left.
gdjRxuFIbn0_159000_169000,gdjRxuFIbn0_159000_169000_drum_3,train,7,The sounding drum.
gdjRxuFIbn0_159000_169000,gdjRxuFIbn0_159000_169000_handpan_1,train,10,the handpan on the legs of the man in the middle.
gdjRxuFIbn0_159000_169000,gdjRxuFIbn0_159000_169000_handpan_2,train,10,The object making a sound by being played by the man sitting in the middle.
gdjRxuFIbn0_159000_169000,gdjRxuFIbn0_159000_169000_handpan_3,train,10,The object making sound by being played by the man sitting in the middle.
gdjRxuFIbn0_159000_169000,gdjRxuFIbn0_159000_169000_man_1,train,4,The man on the right of the handpan.
gdjRxuFIbn0_208000_218000,gdjRxuFIbn0_208000_218000_drum_1,train,9,The object was played by a man in black.
gdjRxuFIbn0_208000_218000,gdjRxuFIbn0_208000_218000_drum_2,train,9,The object making a sound by being played by the man on the left.
gdjRxuFIbn0_208000_218000,gdjRxuFIbn0_208000_218000_drum_3,train,9,The biggest drum.
gdjRxuFIbn0_208000_218000,gdjRxuFIbn0_208000_218000_flute_1,train,5,The object was played by a standing man.
gdjRxuFIbn0_208000_218000,gdjRxuFIbn0_208000_218000_flute_2,train,5,The object making the lowest sound.
gdjRxuFIbn0_208000_218000,gdjRxuFIbn0_208000_218000_flute_3,train,5,The sounding object near the man standing on the right.
gdjRxuFIbn0_208000_218000,gdjRxuFIbn0_208000_218000_handpan_1,train,13,The sounding object on the leg of a man.
gdjRxuFIbn0_208000_218000,gdjRxuFIbn0_208000_218000_handpan_2,train,13,The sounding object in front of the man sitting on the couch.
gdjRxuFIbn0_208000_218000,gdjRxuFIbn0_208000_218000_handpan_3,train,13,The sounding object near the flute.
gdjRxuFIbn0_256000_266000,gdjRxuFIbn0_256000_266000_drum_1,train,0,The object making a sound by being played by the man on the left.
gdjRxuFIbn0_256000_266000,gdjRxuFIbn0_256000_266000_drum_2,train,0,The biggest drum.
gdjRxuFIbn0_256000_266000,gdjRxuFIbn0_256000_266000_drum_3,train,13,The object making shorter sound duration than the flute.
gdjRxuFIbn0_256000_266000,gdjRxuFIbn0_256000_266000_flute_1,train,8,The object making the continuous sound.
gdjRxuFIbn0_256000_266000,gdjRxuFIbn0_256000_266000_flute_2,train,8,The object making the slowest rhythm.
gdjRxuFIbn0_256000_266000,gdjRxuFIbn0_256000_266000_flute_3,train,8,The object that keeps making sound at all times.
geWRMDmC5qg_10000_20000,geWRMDmC5qg_10000_20000_boy_1,train,0,The object making a sound by singing a song and playing the ukulele.
geWRMDmC5qg_10000_20000,geWRMDmC5qg_10000_20000_boy_2,train,0,The object holding a ukulele.
geWRMDmC5qg_10000_20000,geWRMDmC5qg_10000_20000_boy_3,train,0,The object playing ukulele and singing.
geWRMDmC5qg_10000_20000,geWRMDmC5qg_10000_20000_ukulele_1,train,1,The object that keeps making sound at all times.
geWRMDmC5qg_10000_20000,geWRMDmC5qg_10000_20000_ukulele_2,train,1,The object making a sound by being played by a boy.
geWRMDmC5qg_10000_20000,geWRMDmC5qg_10000_20000_ukulele_3,train,1,The object being played by the boy.
gguIMtLyPVg_40000_50000,gguIMtLyPVg_40000_50000_guitar_1,train,3,The sounding object near the woman.
gguIMtLyPVg_40000_50000,gguIMtLyPVg_40000_50000_guitar_2,train,2,The guitar being played by a man.
gguIMtLyPVg_40000_50000,gguIMtLyPVg_40000_50000_man_1,train,1,The object making a sound by play the guitar.
gguIMtLyPVg_40000_50000,gguIMtLyPVg_40000_50000_man_2,train,1,The man on the left of the woman.
gguIMtLyPVg_40000_50000,gguIMtLyPVg_40000_50000_woman_1,train,0,The object making a sound by sing a song.
gguIMtLyPVg_40000_50000,gguIMtLyPVg_40000_50000_woman_2,train,0,The woman playing the guitar and singing a song
gguIMtLyPVg_78000_88000,gguIMtLyPVg_78000_88000_guitar_1,val,3,The object making a sound by being played by a woman.
gguIMtLyPVg_78000_88000,gguIMtLyPVg_78000_88000_guitar_2,val,3,The object making a sound by being played by the woman.
gguIMtLyPVg_78000_88000,gguIMtLyPVg_78000_88000_guitar_3,val,3,The sounding object in front of the woman.
gguIMtLyPVg_78000_88000,gguIMtLyPVg_78000_88000_woman_1,val,0,The object making a sound by sing a song.
gguIMtLyPVg_78000_88000,gguIMtLyPVg_78000_88000_woman_2,val,0,The singing person on the right.
gguIMtLyPVg_78000_88000,gguIMtLyPVg_78000_88000_woman_3,val,0,The object making the slowest rhythm.
gkXu6uOmgCo_0_10000,gkXu6uOmgCo_0_10000_hair-dryer_1,train,3,The object making the continuous sound.
gkXu6uOmgCo_0_10000,gkXu6uOmgCo_0_10000_hair-dryer_2,train,3,The object that keeps making sound at all times.
gkXu6uOmgCo_0_10000,gkXu6uOmgCo_0_10000_hair-dryer_3,train,1,The object that keeps making sound at all times.
gkXu6uOmgCo_0_10000,gkXu6uOmgCo_0_10000_man_1,train,2,The object making the intermittent sound.
gkXu6uOmgCo_0_10000,gkXu6uOmgCo_0_10000_man_2,train,0,The last object to make a sound.
gkf07e1L0Qs_198000_208000,gkf07e1L0Qs_198000_208000_tabla_1,train,0,The object making a sound by being played by the man.
gkf07e1L0Qs_198000_208000,gkf07e1L0Qs_198000_208000_tabla_3,train,0,The sounding object on the left of the sitar.
gkf07e1L0Qs_41000_51000,gkf07e1L0Qs_41000_51000_sitar_1,train,2,The object making a sound by being played by the woman.
gkf07e1L0Qs_41000_51000,gkf07e1L0Qs_41000_51000_sitar_2,train,2,The object making a sound by being played by the person on the right.
gkf07e1L0Qs_41000_51000,gkf07e1L0Qs_41000_51000_sitar_3,train,2,The sitar being played by the woman.
gkf07e1L0Qs_41000_51000,gkf07e1L0Qs_41000_51000_tabla_1,train,0,The object making a sound by being played by the man.
gkf07e1L0Qs_41000_51000,gkf07e1L0Qs_41000_51000_tabla_2,train,0,The sounding object on the left of the sitar.
